# word	per_million
# Source: Google Books Ngram Viewer 1-gram English dataset (20120701),
# https://books.google.com/ngrams/info -- freely usable, no share-alike.
# Regenerate with scripts/build_english_frequency.py. Top 15000 words
# by total occurrence across a corpus of 378277505813 tokens.
concern	76.3128
wind	76.3112
index	76.2593
difficulty	76.2490
birth	76.2427
moreover	76.1091
passage	75.9402
ought	75.7780
relationships	75.7311
laid	75.6552
uses	75.5074
corporation	75.4081
organizations	75.3804
transfer	75.2556
selected	75.2330
regular	75.1385
agreed	75.1293
named	75.0647
error	74.9792
fourth	74.9319
maximum	74.9317
conclusion	74.9006
joint	74.7955
dry	74.7779
bodies	74.7747
sign	74.7635
divine	74.7004
richard	74.6865
lake	74.6744
focus	74.5520
bear	74.5454
institute	74.4056
techniques	74.3879
chicago	74.3765
regarded	74.3648
referred	74.1043
survey	74.1028
centre	74.0853
peter	74.0819
recently	74.0419
examination	74.0381
chemical	73.9254
whereas	73.8214
orders	73.7789
jewish	73.7264
suppose	73.6850
ill	73.6595
nevertheless	73.5856
girls	73.5152
hardly	73.5150
decisions	73.4215
everyone	73.2821
highest	73.2244
queen	73.2115
forced	73.1867
urban	73.1544
bound	72.8659
tests	72.7817
exactly	72.5728
performed	72.5645
equation	72.4890
details	72.4787
patterns	72.4535
troops	72.3714
possibility	72.3692
includes	72.3506
absence	72.2421
feelings	72.1644
indicated	72.1350
rock	72.1202
represent	72.0657
proved	72.0297
kinds	72.0265
kingdom	71.9735
bottom	71.9678
policies	71.9208
largely	71.8124
apparently	71.7885
structures	71.7687
maintain	71.7567
greek	71.7341
coast	71.7177
interpretation	71.6686
attitude	71.6639
canada	71.6615
van	71.6599
station	71.6593
equally	71.6276
opposite	71.5840
divided	71.4698
prince	71.3786
evil	71.2931
plate	71.2921
adopted	71.2537
gain	71.2118
comparison	71.2068
edition	71.1995
developing	71.0750
agricultural	71.0586
bit	71.0475
spread	71.0401
explained	71.0265
immediate	71.0169
path	71.0115
message	71.0089
net	70.9743
check	70.9424
connected	70.8418
walls	70.7727
russian	70.6192
pure	70.5484
break	70.3699
holding	70.3565
ratio	70.3328
environmental	70.2829
claims	70.2751
send	70.2390
suggest	70.1740
containing	70.1001
sides	69.9837
secondary	69.9593
reader	69.9411
occurred	69.9338
sight	69.8939
stories	69.8771
americans	69.8688
anyone	69.6836
media	69.6377
belief	69.6072
benefits	69.5297
concentration	69.4718
dear	69.4461
opening	69.1234
indicate	69.0838
nine	69.0721
generation	69.0246
affected	68.9939
team	68.9778
farm	68.9738
save	68.9699
discovered	68.8998
forest	68.8947
doctor	68.8794
recognized	68.8047
advanced	68.7731
assembly	68.7513
assumed	68.7480
occasion	68.6975
interested	68.5568
danger	68.5306
mere	68.5178
broad	68.4932
indians	68.4615
insurance	68.4104
broken	68.3998
identity	68.3579
pleasure	68.3517
spanish	68.2802
agent	68.1444
yourself	68.1291
courts	68.1268
aware	68.1187
played	67.9992
failed	67.9013
medium	67.8297
youth	67.8286
director	67.8027
extended	67.7891
empire	67.6467
derived	67.6413
clinical	67.6398
supposed	67.6135
pages	67.5756
literary	67.5239
killed	67.4595
proportion	67.4197
safety	67.3566
arm	67.3535
writer	67.3005
alternative	67.2905
sleep	67.2638
items	67.2050
struggle	67.1423
und	67.1062
obvious	67.1018
fresh	67.0674
knows	67.0538
fit	67.0411
showing	67.0392
anti	66.9962
articles	66.9699
drug	66.9392
sum	66.9370
drive	66.8249
finding	66.8059
rome	66.7232
previously	66.6889
carefully	66.6427
selection	66.5421
assistance	66.5269
expect	66.4650
employees	66.3816
leader	66.2262
parliament	66.1854
cambridge	66.1821
park	66.1229
accounts	66.0936
trouble	66.0758
slowly	66.0686
valley	66.0413
fast	66.0393
typical	66.0350
rural	65.8113
appointed	65.8000
election	65.7065
supreme	65.6735
closely	65.6642
estate	65.5471
variable	65.5110
citizens	65.4813
oxford	65.4535
characteristic	65.3942
formal	65.3915
besides	65.3740
metal	65.3575
pointed	65.3406
foundation	65.2944
guide	65.2801
mode	65.2514
steel	65.2341
express	65.2227
agency	65.1642
sold	65.0966
contained	65.0757
skills	65.0744
doctrine	64.9782
wild	64.9693
les	64.9231
vision	64.8687
opposition	64.7930
slightly	64.7789
secret	64.6958
lies	64.6898
